order_id,order_date,demand_level,unit_price,quantity,total_order_value,margin_percent,cancellation_reason,ai_cancel_flag,recoverable_flag,intervention_attempted_by_navedas,intervention_success,recovery_rate_flag,revenue_lost_before_ai_only,revenue_prevented_by_navedas,avoidable_revenue_loss_after_navedas,profit_lost_before_ai_only,profit_lost_after_navedas,margin_saved_after_navedas,intervention_cost,net_profit_impact_due_to_navedas,intervention_failure_reason,customer_state,payment_auth_status,shopify_id,governance_tier,refund_type,month
ORD-802454,2025-05-30,High,584.0,3.0,1752.0,0.4381194795848341,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,IL,Authorized,#802454,None,N/A,2025-05
ORD-802455,2025-03-27,Medium,1125.0,1.0,1125.0,0.3668079828067704,Payment Expired,1,0,0,0,0,1125.0,0.0,0.0,412.6589806576167,412.6589806576167,0.0,0.0,0.0,Not Recoverable,FL,Expired,#802455,None,N/A,2025-03
ORD-802456,2025-06-01,High,834.0,3.0,2502.0,0.4606051949475558,Stock Sync Delay,1,1,1,1,1,2502.0,2502.0,0.0,1152.4341977587846,0.0,1152.4341977587846,25.0,1127.4341977587846,None,MA,Pending,#802456,Human,Partial,2025-06
ORD-802457,2025-06-18,High,1610.0,3.0,4830.0,0.24701499103661295,Payment Expired,1,1,1,1,1,4830.0,4830.0,0.0,1193.0824067068406,0.0,1193.0824067068406,25.0,1168.0824067068406,None,PA,Expired,#802457,Human,Partial,2025-06
ORD-802458,2025-03-27,High,1669.0,1.0,1669.0,0.35622284833191065,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WA,Authorized,#802458,None,N/A,2025-03
ORD-802459,2025-01-11,Medium,1546.0,4.0,6184.0,0.31743801197550103,AI Logic Gap - SKU Mapping,1,0,0,0,0,6184.0,0.0,0.0,1963.0366660564985,1963.0366660564985,0.0,0.0,0.0,Not Recoverable,CA,Pending,#802459,None,N/A,2025-01
ORD-802460,2025-03-03,High,1640.0,3.0,4920.0,0.36087933522291227,Vendor Split Possible,1,1,1,1,1,4920.0,4920.0,0.0,1775.5263292967284,0.0,1775.5263292967284,25.0,1750.5263292967284,None,PA,Pending,#802460,Human,Split Fulfillment,2025-03
ORD-802461,2025-02-08,Low,3182.0,4.0,12728.0,0.3576654285011275,AI Logic Gap - SKU Mapping,1,1,1,1,1,12728.0,12728.0,0.0,4552.365573962351,0.0,4552.365573962351,25.0,4527.365573962351,None,GA,Pending,#802461,Human,Partial,2025-02
ORD-802462,2025-03-27,Low,3359.0,1.0,3359.0,0.25008288242271803,Vendor Split Possible,1,0,0,0,0,3359.0,0.0,0.0,840.0284020579098,840.0284020579098,0.0,0.0,0.0,Not Recoverable,TN,Pending,#802462,None,N/A,2025-03
ORD-802463,2025-04-16,High,1740.0,4.0,6960.0,0.5417709997481602,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,TX,Authorized,#802463,None,N/A,2025-04
ORD-802464,2025-03-25,Medium,3372.0,2.0,6744.0,0.20542224997584482,Stock Sync Delay,1,1,1,1,1,6744.0,6744.0,0.0,1385.3676538370976,0.0,1385.3676538370976,25.0,1360.3676538370976,None,MI,Pending,#802464,Human,Partial,2025-03
ORD-802465,2025-02-05,Medium,2873.0,3.0,8619.0,0.2035255306860896,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MI,Authorized,#802465,None,N/A,2025-02
ORD-802466,2025-02-24,Low,2878.0,3.0,8634.0,0.33070446148678023,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,OH,Authorized,#802466,None,N/A,2025-02
ORD-802467,2025-05-03,Medium,828.0,3.0,2484.0,0.4171317222713862,AI Logic Gap - SKU Mapping,1,1,1,0,0,2484.0,0.0,2484.0,1036.1551981221232,1036.1551981221232,0.0,25.0,-25.0,Customer Payment Expired,TN,Pending,#802467,Human,Partial,2025-05
ORD-802468,2025-01-05,High,1562.0,4.0,6248.0,0.2628786293852249,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WI,Authorized,#802468,None,N/A,2025-01
ORD-802469,2025-02-08,High,1264.0,1.0,1264.0,0.3866179013664564,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,CA,Authorized,#802469,None,N/A,2025-02
ORD-802470,2025-06-10,Low,382.0,3.0,1146.0,0.4529701887872176,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MD,Authorized,#802470,None,N/A,2025-06
ORD-802471,2025-01-18,Low,309.0,4.0,1236.0,0.2329212131640529,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MO,Authorized,#802471,None,N/A,2025-01
ORD-802472,2025-03-16,Medium,2197.0,1.0,2197.0,0.5445478428055768,AI Logic Gap - SKU Mapping,1,0,0,0,0,2197.0,0.0,0.0,1196.3716106438521,1196.3716106438521,0.0,0.0,0.0,Not Recoverable,IN,Pending,#802472,None,N/A,2025-03
ORD-802473,2025-02-07,Medium,1501.0,2.0,3002.0,0.31784522670875304,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NY,Authorized,#802473,None,N/A,2025-02
ORD-802474,2025-01-19,Medium,2898.0,2.0,5796.0,0.4248453948255372,AI Logic Gap - SKU Mapping,1,1,1,1,1,5796.0,5796.0,0.0,2462.4039084088135,0.0,2462.4039084088135,25.0,2437.4039084088135,None,GA,Pending,#802474,Human,Partial,2025-01
ORD-802475,2025-03-18,Medium,2357.0,3.0,7071.0,0.2387519503653015,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,AZ,Authorized,#802475,None,N/A,2025-03
ORD-802476,2025-04-04,Medium,343.0,4.0,1372.0,0.4483202360524643,Stock Sync Delay,1,1,1,1,1,1372.0,1372.0,0.0,615.095363863981,0.0,615.095363863981,25.0,590.095363863981,None,IL,Pending,#802476,Human,Partial,2025-04
ORD-802477,2025-02-01,High,2941.0,4.0,11764.0,0.49415972147187015,Stock Sync Delay,1,1,1,1,1,11764.0,11764.0,0.0,5813.29496339508,0.0,5813.29496339508,25.0,5788.29496339508,None,IL,Pending,#802477,Human,Partial,2025-02
ORD-802478,2025-01-15,High,1761.0,4.0,7044.0,0.23684979981571785,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,VA,Authorized,#802478,None,N/A,2025-01
ORD-802479,2025-01-25,Medium,2002.0,2.0,4004.0,0.2440521040295232,Vendor Split Possible,1,1,1,1,1,4004.0,4004.0,0.0,977.1846245342109,0.0,977.1846245342109,25.0,952.1846245342109,None,IN,Pending,#802479,Human,Split Fulfillment,2025-01
ORD-802480,2025-04-28,Medium,3381.0,3.0,10143.0,0.2983665950355297,Payment Expired,1,1,1,1,1,10143.0,10143.0,0.0,3026.332373445378,0.0,3026.332373445378,25.0,3001.332373445378,None,FL,Expired,#802480,Human,Partial,2025-04
ORD-802481,2025-06-04,Low,2258.0,1.0,2258.0,0.20417753538136527,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,CA,Authorized,#802481,None,N/A,2025-06
ORD-802482,2025-02-02,Low,126.0,2.0,252.0,0.5451179530180305,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WI,Authorized,#802482,None,N/A,2025-02
ORD-802483,2025-02-27,High,661.0,1.0,661.0,0.4094344262334274,Payment Expired,1,1,1,1,1,661.0,661.0,0.0,270.6361557402955,0.0,270.6361557402955,25.0,245.63615574029552,None,NC,Expired,#802483,Human,Partial,2025-02
ORD-802484,2025-03-03,Low,1520.0,1.0,1520.0,0.4126563074872409,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,TX,Authorized,#802484,None,N/A,2025-03
ORD-802485,2025-03-06,Medium,178.0,4.0,712.0,0.5356367593780726,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WI,Authorized,#802485,None,N/A,2025-03
ORD-802486,2025-02-13,Medium,627.0,4.0,2508.0,0.4912102390117995,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,PA,Authorized,#802486,None,N/A,2025-02
ORD-802487,2025-01-10,High,2781.0,3.0,8343.0,0.48498502583892233,Vendor Split Possible,1,1,1,1,1,8343.0,8343.0,0.0,4046.230070574129,0.0,4046.230070574129,25.0,4021.230070574129,None,NY,Pending,#802487,Human,Split Fulfillment,2025-01
ORD-802488,2025-04-05,Medium,542.0,1.0,542.0,0.318825829465569,Stock Sync Delay,1,1,1,1,1,542.0,542.0,0.0,172.80359957033838,0.0,172.80359957033838,15.0,157.80359957033838,None,AZ,Pending,#802488,Auto,Partial,2025-04
ORD-802489,2025-03-06,Low,626.0,1.0,626.0,0.3172021877126259,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,TN,Authorized,#802489,None,N/A,2025-03
ORD-802490,2025-03-03,Medium,1791.0,1.0,1791.0,0.3021082859344264,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NY,Authorized,#802490,None,N/A,2025-03
ORD-802491,2025-02-17,Medium,364.0,3.0,1092.0,0.321343516621712,AI Logic Gap - SKU Mapping,1,1,1,1,1,1092.0,1092.0,0.0,350.9071201509095,0.0,350.9071201509095,15.0,335.9071201509095,None,MA,Pending,#802491,Auto,Partial,2025-02
ORD-802492,2025-06-17,High,932.0,1.0,932.0,0.3293280664759477,Stock Sync Delay,1,1,1,1,1,932.0,932.0,0.0,306.93375795558325,0.0,306.93375795558325,15.0,291.93375795558325,None,GA,Pending,#802492,Auto,Partial,2025-06
ORD-802493,2025-04-20,High,3284.0,2.0,6568.0,0.24900129114320768,Stock Sync Delay,1,1,1,1,1,6568.0,6568.0,0.0,1635.440480228588,0.0,1635.440480228588,25.0,1610.440480228588,None,OH,Pending,#802493,Human,Partial,2025-04
ORD-802494,2025-03-17,Medium,2228.0,4.0,8912.0,0.3245817519457328,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,AZ,Authorized,#802494,None,N/A,2025-03
ORD-802495,2025-02-06,Medium,3374.0,4.0,13496.0,0.3563614623356547,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,TX,Authorized,#802495,None,N/A,2025-02
ORD-802496,2025-05-25,Low,1272.0,4.0,5088.0,0.30827156856133053,Stock Sync Delay,1,1,1,1,1,5088.0,5088.0,0.0,1568.4857408400499,0.0,1568.4857408400499,25.0,1543.4857408400499,None,FL,Pending,#802496,Human,Partial,2025-05
ORD-802497,2025-06-09,Medium,2176.0,2.0,4352.0,0.25787143885514174,Stock Sync Delay,1,0,0,0,0,4352.0,0.0,0.0,1122.256501897577,1122.256501897577,0.0,0.0,0.0,Not Recoverable,IN,Pending,#802497,None,N/A,2025-06
ORD-802498,2025-01-06,High,873.0,3.0,2619.0,0.3306936393624742,Payment Expired,1,1,1,1,1,2619.0,2619.0,0.0,866.08664149032,0.0,866.08664149032,15.0,851.08664149032,None,WI,Expired,#802498,Auto,Partial,2025-01
ORD-802499,2025-06-17,High,1356.0,1.0,1356.0,0.3683177206257526,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MD,Authorized,#802499,None,N/A,2025-06
ORD-802500,2025-05-06,High,652.0,4.0,2608.0,0.452254935333495,Stock Sync Delay,1,1,1,0,0,2608.0,0.0,2608.0,1179.4808713497548,1179.4808713497548,0.0,25.0,-25.0,Customer Payment Expired,TN,Pending,#802500,Human,Partial,2025-05
ORD-802501,2025-01-18,High,2924.0,1.0,2924.0,0.44893321651613466,Payment Expired,1,0,0,0,0,2924.0,0.0,0.0,1312.6807250931777,1312.6807250931777,0.0,0.0,0.0,Not Recoverable,NY,Expired,#802501,None,N/A,2025-01
ORD-802502,2025-05-16,High,684.0,3.0,2052.0,0.2709432608791635,Vendor Split Possible,1,1,1,1,1,2052.0,2052.0,0.0,555.9755713240435,0.0,555.9755713240435,15.0,540.9755713240435,None,OH,Pending,#802502,Auto,Split Fulfillment,2025-05
ORD-802503,2025-01-20,Medium,756.0,3.0,2268.0,0.212829388308883,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,IN,Authorized,#802503,None,N/A,2025-01
ORD-802504,2025-01-10,Medium,1650.0,4.0,6600.0,0.30632983263247426,Stock Sync Delay,1,1,1,1,1,6600.0,6600.0,0.0,2021.7768953743303,0.0,2021.7768953743303,25.0,1996.7768953743303,None,MA,Pending,#802504,Human,Partial,2025-01
ORD-802505,2025-01-21,Low,1531.0,2.0,3062.0,0.2549977067006328,Vendor Split Possible,1,1,1,1,1,3062.0,3062.0,0.0,780.8029779173377,0.0,780.8029779173377,25.0,755.8029779173377,None,IN,Pending,#802505,Human,Split Fulfillment,2025-01
ORD-802506,2025-03-24,Low,1132.0,1.0,1132.0,0.3385259677254929,AI Logic Gap - SKU Mapping,1,1,1,1,1,1132.0,1132.0,0.0,383.21139546525797,0.0,383.21139546525797,15.0,368.21139546525797,None,NC,Pending,#802506,Auto,Partial,2025-03
ORD-802507,2025-04-22,High,1281.0,4.0,5124.0,0.5427711417034116,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,VA,Authorized,#802507,None,N/A,2025-04
ORD-802508,2025-03-15,Medium,1067.0,3.0,3201.0,0.26337497981682734,Stock Sync Delay,1,0,0,0,0,3201.0,0.0,0.0,843.0633103936643,843.0633103936643,0.0,0.0,0.0,Not Recoverable,MA,Pending,#802508,None,N/A,2025-03
ORD-802509,2025-01-22,High,3198.0,2.0,6396.0,0.31160588019803914,AI Logic Gap - SKU Mapping,1,1,1,1,1,6396.0,6396.0,0.0,1993.0312097466583,0.0,1993.0312097466583,25.0,1968.0312097466583,None,TN,Pending,#802509,Human,Partial,2025-01
ORD-802510,2025-02-05,High,2052.0,2.0,4104.0,0.4537900107118504,Payment Expired,1,1,1,1,1,4104.0,4104.0,0.0,1862.354203961434,0.0,1862.354203961434,25.0,1837.354203961434,None,MA,Expired,#802510,Human,Partial,2025-02
ORD-802511,2025-06-03,High,3223.0,2.0,6446.0,0.3782139740016726,Vendor Split Possible,1,0,0,0,0,6446.0,0.0,0.0,2437.9672764147817,2437.9672764147817,0.0,0.0,0.0,Not Recoverable,CA,Pending,#802511,None,N/A,2025-06
ORD-802512,2025-06-23,High,3454.0,2.0,6908.0,0.21537485025068473,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,IL,Authorized,#802512,None,N/A,2025-06
ORD-802513,2025-05-16,Medium,2295.0,2.0,4590.0,0.2565915063564626,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MI,Authorized,#802513,None,N/A,2025-05
ORD-802514,2025-01-19,Medium,2898.0,2.0,5796.0,0.5273373441706186,Vendor Split Possible,1,1,1,1,1,5796.0,5796.0,0.0,3056.4472468129056,0.0,3056.4472468129056,25.0,3031.4472468129056,None,AZ,Pending,#802514,Human,Split Fulfillment,2025-01
ORD-802515,2025-05-28,Medium,432.0,2.0,864.0,0.23610774745865998,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WI,Authorized,#802515,None,N/A,2025-05
ORD-802516,2025-05-05,Medium,3325.0,1.0,3325.0,0.42228247552339704,AI Logic Gap - SKU Mapping,1,1,1,1,1,3325.0,3325.0,0.0,1404.0892311152952,0.0,1404.0892311152952,25.0,1379.0892311152952,None,OH,Pending,#802516,Human,Partial,2025-05
ORD-802517,2025-04-05,Medium,1713.0,4.0,6852.0,0.47731397709431905,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,TN,Authorized,#802517,None,N/A,2025-04
ORD-802518,2025-01-26,Medium,2511.0,1.0,2511.0,0.29290367195372335,Vendor Split Possible,1,1,1,1,1,2511.0,2511.0,0.0,735.4811202757993,0.0,735.4811202757993,15.0,720.4811202757993,None,AZ,Pending,#802518,Auto,Split Fulfillment,2025-01
ORD-802519,2025-06-29,Low,896.0,1.0,896.0,0.4537773010985416,Vendor Split Possible,1,1,1,1,1,896.0,896.0,0.0,406.58446178429324,0.0,406.58446178429324,25.0,381.58446178429324,None,PA,Pending,#802519,Human,Split Fulfillment,2025-06
ORD-802520,2025-03-21,Medium,379.0,1.0,379.0,0.2594633126605631,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,FL,Authorized,#802520,None,N/A,2025-03
ORD-802521,2025-01-08,Medium,3102.0,4.0,12408.0,0.29966259619182667,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WA,Authorized,#802521,None,N/A,2025-01
ORD-802522,2025-02-07,Medium,1600.0,2.0,3200.0,0.3091377108094726,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,OH,Authorized,#802522,None,N/A,2025-02
ORD-802523,2025-03-14,Medium,527.0,2.0,1054.0,0.5487522466974784,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,IL,Authorized,#802523,None,N/A,2025-03
ORD-802524,2025-01-12,High,2321.0,2.0,4642.0,0.2751003033262851,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,IL,Authorized,#802524,None,N/A,2025-01
ORD-802525,2025-02-28,Low,237.0,1.0,237.0,0.24522261262175477,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,IL,Authorized,#802525,None,N/A,2025-02
ORD-802526,2025-03-26,Low,1604.0,2.0,3208.0,0.5239920031184937,Vendor Split Possible,1,1,1,0,0,3208.0,0.0,3208.0,1680.966346004128,1680.966346004128,0.0,25.0,-25.0,Customer Abandoned,TX,Pending,#802526,Human,Split Fulfillment,2025-03
ORD-802527,2025-06-20,Low,2480.0,1.0,2480.0,0.25667574283712347,Vendor Split Possible,1,1,1,1,1,2480.0,2480.0,0.0,636.5558422360662,0.0,636.5558422360662,15.0,621.5558422360662,None,FL,Pending,#802527,Auto,Split Fulfillment,2025-06
ORD-802528,2025-01-16,High,2535.0,4.0,10140.0,0.507747971870292,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WI,Authorized,#802528,None,N/A,2025-01
ORD-802529,2025-04-14,High,1613.0,1.0,1613.0,0.42765981967634153,Vendor Split Possible,1,1,1,1,1,1613.0,1613.0,0.0,689.8152891379389,0.0,689.8152891379389,25.0,664.8152891379389,None,FL,Pending,#802529,Human,Split Fulfillment,2025-04
ORD-802530,2025-06-14,High,1326.0,2.0,2652.0,0.4019015243246816,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NC,Authorized,#802530,None,N/A,2025-06
ORD-802531,2025-05-26,Low,2942.0,4.0,11768.0,0.4629685490413019,AI Logic Gap - SKU Mapping,1,1,1,1,1,11768.0,11768.0,0.0,5448.213885118041,0.0,5448.213885118041,25.0,5423.213885118041,None,MI,Pending,#802531,Human,Partial,2025-05
ORD-802532,2025-06-16,Medium,687.0,4.0,2748.0,0.45409963500181755,AI Logic Gap - SKU Mapping,1,0,0,0,0,2748.0,0.0,0.0,1247.8657969849946,1247.8657969849946,0.0,0.0,0.0,Not Recoverable,MA,Pending,#802532,None,N/A,2025-06
ORD-802533,2025-01-31,Medium,307.0,3.0,921.0,0.23868416629640982,Vendor Split Possible,1,1,1,1,1,921.0,921.0,0.0,219.82811715899345,0.0,219.82811715899345,15.0,204.82811715899345,None,OH,Pending,#802533,Auto,Split Fulfillment,2025-01
ORD-802534,2025-05-25,Low,591.0,1.0,591.0,0.5498131386423413,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,IN,Authorized,#802534,None,N/A,2025-05
ORD-802535,2025-06-26,High,2813.0,2.0,5626.0,0.5296614042570551,AI Logic Gap - SKU Mapping,1,1,1,1,1,5626.0,5626.0,0.0,2979.875060350192,0.0,2979.875060350192,25.0,2954.875060350192,None,TN,Pending,#802535,Human,Partial,2025-06
ORD-802536,2025-02-28,Medium,1671.0,1.0,1671.0,0.5138071870016707,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NJ,Authorized,#802536,None,N/A,2025-02
ORD-802537,2025-03-31,Medium,178.0,3.0,534.0,0.4178011968798424,Payment Expired,1,1,1,0,0,534.0,0.0,534.0,223.10583913383584,223.10583913383584,0.0,25.0,-25.0,Vendor SLA Delay,MO,Expired,#802537,Human,Partial,2025-03
ORD-802538,2025-04-06,High,632.0,2.0,1264.0,0.38297696596631,Vendor Split Possible,1,1,1,1,1,1264.0,1264.0,0.0,484.0828849814158,0.0,484.0828849814158,15.0,469.0828849814158,None,OH,Pending,#802538,Auto,Split Fulfillment,2025-04
ORD-802539,2025-03-30,Medium,146.0,3.0,438.0,0.3876975043585839,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MI,Authorized,#802539,None,N/A,2025-03
ORD-802540,2025-02-22,Medium,2859.0,3.0,8577.0,0.20522793047988136,Vendor Split Possible,1,0,0,0,0,8577.0,0.0,0.0,1760.2399597259425,1760.2399597259425,0.0,0.0,0.0,Not Recoverable,VA,Pending,#802540,None,N/A,2025-02
ORD-802541,2025-06-24,Medium,1641.0,4.0,6564.0,0.37481432568090506,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,FL,Authorized,#802541,None,N/A,2025-06
ORD-802542,2025-06-22,Low,284.0,2.0,568.0,0.418319348680972,Vendor Split Possible,1,0,0,0,0,568.0,0.0,0.0,237.6053900507921,237.6053900507921,0.0,0.0,0.0,Not Recoverable,TX,Pending,#802542,None,N/A,2025-06
ORD-802543,2025-03-10,High,813.0,4.0,3252.0,0.430547173071232,Stock Sync Delay,1,1,1,1,1,3252.0,3252.0,0.0,1400.1394068276466,0.0,1400.1394068276466,25.0,1375.1394068276466,None,WI,Pending,#802543,Human,Partial,2025-03
ORD-802544,2025-05-25,Medium,2176.0,2.0,4352.0,0.3162488127679596,Payment Expired,1,1,1,1,1,4352.0,4352.0,0.0,1376.31483316616,0.0,1376.31483316616,25.0,1351.31483316616,None,CA,Expired,#802544,Human,Partial,2025-05
ORD-802545,2025-03-13,Low,2098.0,3.0,6294.0,0.3649488226027423,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,CA,Authorized,#802545,None,N/A,2025-03
ORD-802546,2025-05-24,High,2876.0,3.0,8628.0,0.4227087123319011,Vendor Split Possible,1,0,0,0,0,8628.0,0.0,0.0,3647.130769999643,3647.130769999643,0.0,0.0,0.0,Not Recoverable,NY,Pending,#802546,None,N/A,2025-05
ORD-802547,2025-04-16,Medium,139.0,4.0,556.0,0.3499069285963136,Vendor Split Possible,1,1,1,1,1,556.0,556.0,0.0,194.54825229955037,0.0,194.54825229955037,15.0,179.54825229955037,None,NJ,Pending,#802547,Auto,Split Fulfillment,2025-04
ORD-802548,2025-03-26,Low,289.0,2.0,578.0,0.5367473196442338,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,PA,Authorized,#802548,None,N/A,2025-03
ORD-802549,2025-01-24,High,172.0,4.0,688.0,0.4469047384482001,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,IL,Authorized,#802549,None,N/A,2025-01
ORD-802550,2025-04-28,High,1409.0,2.0,2818.0,0.20044581118781168,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MO,Authorized,#802550,None,N/A,2025-04
ORD-802551,2025-02-27,High,2558.0,2.0,5116.0,0.20814781851878855,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MD,Authorized,#802551,None,N/A,2025-02
ORD-802552,2025-02-09,High,2337.0,2.0,4674.0,0.4416050712139311,Stock Sync Delay,1,0,0,0,0,4674.0,0.0,0.0,2064.062102853914,2064.062102853914,0.0,0.0,0.0,Not Recoverable,MO,Pending,#802552,None,N/A,2025-02
ORD-802553,2025-02-04,Medium,775.0,3.0,2325.0,0.34442578414092595,Stock Sync Delay,1,1,1,1,1,2325.0,2325.0,0.0,800.7899481276528,0.0,800.7899481276528,15.0,785.7899481276528,None,OH,Pending,#802553,Auto,Partial,2025-02
ORD-802554,2025-06-26,High,2317.0,3.0,6951.0,0.49381483222429323,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,TX,Authorized,#802554,None,N/A,2025-06
ORD-802555,2025-01-19,Medium,2314.0,1.0,2314.0,0.26055539332019173,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WI,Authorized,#802555,None,N/A,2025-01
ORD-802556,2025-05-24,Medium,710.0,4.0,2840.0,0.20483941991830215,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NJ,Authorized,#802556,None,N/A,2025-05
ORD-802557,2025-06-05,High,2637.0,4.0,10548.0,0.3358288225397993,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WI,Authorized,#802557,None,N/A,2025-06
ORD-802558,2025-01-06,Medium,1506.0,1.0,1506.0,0.45762243650760714,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,FL,Authorized,#802558,None,N/A,2025-01
ORD-802559,2025-04-17,High,254.0,4.0,1016.0,0.540104706682149,Payment Expired,1,0,0,0,0,1016.0,0.0,0.0,548.7463819890635,548.7463819890635,0.0,0.0,0.0,Not Recoverable,MD,Expired,#802559,None,N/A,2025-04
ORD-802560,2025-04-14,Medium,1397.0,3.0,4191.0,0.5092788577728695,Payment Expired,1,0,0,0,0,4191.0,0.0,0.0,2134.387692926096,2134.387692926096,0.0,0.0,0.0,Not Recoverable,OH,Expired,#802560,None,N/A,2025-04
ORD-802561,2025-03-06,High,2705.0,1.0,2705.0,0.36942611417799864,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,TN,Authorized,#802561,None,N/A,2025-03
ORD-802562,2025-05-01,High,2451.0,2.0,4902.0,0.48448604911872833,Payment Expired,1,1,1,1,1,4902.0,4902.0,0.0,2374.9506127800064,0.0,2374.9506127800064,25.0,2349.9506127800064,None,NY,Expired,#802562,Human,Partial,2025-05
ORD-802563,2025-03-15,Low,976.0,4.0,3904.0,0.22461566025366492,Stock Sync Delay,1,1,1,1,1,3904.0,3904.0,0.0,876.8995376303078,0.0,876.8995376303078,25.0,851.8995376303078,None,MA,Pending,#802563,Human,Partial,2025-03
ORD-802564,2025-03-21,Medium,2661.0,2.0,5322.0,0.40029532165470916,Payment Expired,1,1,1,1,1,5322.0,5322.0,0.0,2130.371701846362,0.0,2130.371701846362,25.0,2105.371701846362,None,MI,Expired,#802564,Human,Partial,2025-03
